person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,extraction_date
25,60073,RENT,3.0,DEBTCONSOLIDATION,C,3334,7.56,1,0.23,Y,10,2023-03-02
21,121216,MORTGAGE,1.0,HOMEIMPROVEMENT,A,1676,17.15,1,0.17,N,6,2023-03-02
39,54008,RENT,5.0,MEDICAL,D,3571,10.33,1,0.23,Y,6,2023-03-02
20,43917,RENT,1.0,PERSONAL,C,13659,13.52,1,0.23,N,10,2023-03-02
62,77901,RENT,10.0,MEDICAL,A,11920,6.92,1,0.22,N,10,2023-03-02
24,52711,RENT,,MEDICAL,A,8571,13.29,1,0.22,N,8,2023-03-02
26,26276,RENT,3.0,PERSONAL,A,2946,10.1,1,0.22,N,8,2023-03-02
24,16385,MORTGAGE,3.0,HOMEIMPROVEMENT,A,3093,10.54,1,0.09,N,6,2023-03-02
23,176319,MORTGAGE,3.0,PERSONAL,A,7939,11.29,1,0.06,N,7,2023-03-02
32,60402,MORTGAGE,5.0,PERSONAL,B,8191,9.64,1,0.23,N,6,2023-03-02
22,42164,MORTGAGE,9.0,VENTURE,C,13849,10.37,1,0.29,N,7,2023-03-02
21,90630,OWN,0.0,HOMEIMPROVEMENT,A,7471,15.02,1,0.29,N,7,2023-03-02
29,105284,RENT,3.0,MEDICAL,A,10040,10.32,1,0.21,N,6,2023-03-02
23,87721,RENT,7.0,EDUCATION,C,9916,8.59,1,0.21,Y,7,2023-03-02
22,57000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,9566,9.66,1,0.04,N,5,2023-03-02
21,35389,MORTGAGE,3.0,HOMEIMPROVEMENT,C,22611,14.33,1,0.21,N,7,2023-03-02
30,70356,MORTGAGE,8.0,PERSONAL,A,15344,11.67,1,0.12,N,6,2023-03-02
20,50852,RENT,2.0,EDUCATION,C,8781,11.91,1,0.25,Y,7,2023-03-02
43,123184,MORTGAGE,0.0,EDUCATION,B,8294,7.19,1,0.18,N,11,2023-03-02
22,65472,MORTGAGE,6.0,DEBTCONSOLIDATION,A,18378,10.11,1,0.12,N,10,2023-03-02
28,26565,RENT,2.0,PERSONAL,C,5274,12.18,1,0.2,N,5,2023-03-02
30,51510,OWN,0.0,MEDICAL,A,8957,6.52,1,0.21,N,10,2023-03-02
37,57333,RENT,3.0,HOMEIMPROVEMENT,D,5761,,1,0.24,Y,5,2023-03-02
35,10011,RENT,11.0,PERSONAL,B,12306,11.02,1,0.2,N,5,2023-03-02
26,45009,RENT,4.0,EDUCATION,C,5004,11.08,1,0.2,N,5,2023-03-02
27,73542,MORTGAGE,5.0,MEDICAL,A,3077,7.87,1,0.26,N,8,2023-03-02
23,82120,MORTGAGE,5.0,MEDICAL,D,4666,12.03,1,0.08,Y,9,2023-03-02
29,52673,RENT,6.0,VENTURE,B,17731,17.78,1,0.19,N,6,2023-03-02
22,130884,MORTGAGE,1.0,EDUCATION,A,4675,14.14,1,0.06,N,6,2023-03-02
21,57353,MORTGAGE,3.0,VENTURE,D,28767,,1,0.05,N,8,2023-03-02
26,83169,MORTGAGE,11.0,HOMEIMPROVEMENT,A,6594,19.41,1,0.21,N,9,2023-03-02
24,62342,RENT,10.0,HOMEIMPROVEMENT,D,7914,8.45,1,0.22,N,5,2023-03-02
22,18568,MORTGAGE,5.0,VENTURE,B,9050,10.14,1,0.26,N,6,2023-03-02
21,41451,MORTGAGE,11.0,VENTURE,C,5214,11.88,1,0.18,Y,6,2023-03-02
28,84186,OWN,7.0,MEDICAL,B,11572,16.34,1,0.19,N,5,2023-03-02
24,73095,RENT,1.0,PERSONAL,B,12359,,1,0.19,N,9,2023-03-02
26,58561,OWN,5.0,PERSONAL,D,5459,14.25,1,0.21,Y,10,2023-03-02
27,39837,MORTGAGE,6.0,PERSONAL,B,14037,16.52,1,0.2,N,7,2023-03-02
31,49807,MORTGAGE,0.0,PERSONAL,A,16189,8.27,1,0.22,N,8,2023-03-02
29,58535,RENT,11.0,MEDICAL,C,6248,12.27,1,0.19,Y,10,2023-03-02
39,91928,RENT,16.0,EDUCATION,B,8937,7.7,1,0.22,N,5,2023-03-02
25,83333,RENT,5.0,VENTURE,C,9550,16.49,1,0.22,N,7,2023-03-02
23,53802,RENT,0.0,MEDICAL,C,4836,9.93,1,0.19,N,8,2023-03-02
21,95696,RENT,3.0,EDUCATION,A,4287,10.39,1,0.19,N,7,2023-03-02
41,58890,MORTGAGE,14.0,PERSONAL,A,11828,13.2,1,0.17,N,5,2023-03-02
24,117088,RENT,3.0,EDUCATION,C,1931,15.23,1,0.18,Y,8,2023-03-02
30,87410,RENT,8.0,HOMEIMPROVEMENT,B,2553,14.28,1,0.21,N,8,2023-03-02
40,64995,RENT,5.0,PERSONAL,D,14511,14.42,1,0.21,Y,8,2023-03-02
29,33528,MORTGAGE,4.0,PERSONAL,C,6722,9.73,1,0.17,Y,10,2023-03-02
23,41196,RENT,3.0,VENTURE,D,22012,7.0,1,0.19,N,6,2023-03-02
25,33647,RENT,2.0,EDUCATION,B,25317,11.28,1,0.17,N,6,2023-03-02
70,70229,OWN,8.0,EDUCATION,A,6996,9.7,1,0.26,N,6,2023-03-02
33,84620,RENT,,MEDICAL,A,8289,9.16,1,0.17,N,9,2023-03-02
22,25650,RENT,0.0,MEDICAL,C,5474,8.54,1,0.17,N,7,2023-03-02
31,62030,MORTGAGE,,DEBTCONSOLIDATION,A,12061,13.87,1,0.05,N,5,2023-03-02
38,38174,MORTGAGE,4.0,MEDICAL,A,1797,6.69,1,0.1,N,5,2023-03-02
23,73398,RENT,5.0,PERSONAL,C,2245,10.93,1,0.17,Y,6,2023-03-02
36,9453,MORTGAGE,6.0,PERSONAL,A,10755,,1,0.09,N,5,2023-03-02
33,52820,RENT,3.0,DEBTCONSOLIDATION,B,5011,9.93,1,0.19,N,10,2023-03-02
36,37590,RENT,0.0,EDUCATION,B,13221,5.88,1,0.16,N,7,2023-03-02
47,152395,MORTGAGE,1.0,HOMEIMPROVEMENT,A,12774,,1,0.2,N,6,2023-03-02
25,54841,RENT,2.0,MEDICAL,C,6940,,1,0.16,N,6,2023-03-02
52,135840,MORTGAGE,2.0,VENTURE,A,1229,5.35,1,0.08,N,9,2023-03-02
32,49964,RENT,17.0,EDUCATION,A,6295,11.48,1,0.16,N,10,2023-03-02
20,31495,RENT,2.0,MEDICAL,A,3825,16.49,1,0.16,N,7,2023-03-02
40,77100,RENT,6.0,VENTURE,D,20293,7.79,1,0.15,N,6,2023-03-02
27,43235,RENT,8.0,MEDICAL,C,2977,5.45,1,0.17,N,8,2023-03-02
23,49193,MORTGAGE,7.0,MEDICAL,C,3111,12.58,1,0.16,Y,5,2023-03-02
28,37486,MORTGAGE,5.0,DEBTCONSOLIDATION,A,12717,12.9,1,0.23,N,4,2023-03-02
25,75395,MORTGAGE,5.0,MEDICAL,A,13301,15.88,1,0.04,N,6,2023-03-02
22,48870,MORTGAGE,0.0,VENTURE,A,9176,13.38,1,0.11,N,8,2023-03-02
44,30573,OWN,5.0,MEDICAL,B,5423,7.49,1,0.09,N,9,2023-03-02
22,72525,RENT,7.0,EDUCATION,D,4479,17.54,1,0.17,Y,6,2023-03-02
22,43507,MORTGAGE,8.0,EDUCATION,B,9402,10.59,1,0.14,N,10,2023-03-02
38,62782,RENT,0.0,PERSONAL,B,9603,11.75,1,0.15,N,8,2023-03-02
34,68302,MORTGAGE,0.0,VENTURE,C,17635,5.93,1,0.11,N,9,2023-03-02
23,49789,RENT,6.0,PERSONAL,C,4224,8.09,1,0.15,Y,5,2023-03-02
34,113502,RENT,3.0,VENTURE,D,10503,,1,0.15,Y,8,2023-03-02
40,213852,OWN,4.0,DEBTCONSOLIDATION,E,4437,9.29,1,0.4,Y,6,2023-03-02
21,40054,RENT,6.0,MEDICAL,D,3432,11.69,1,0.17,N,7,2023-03-02
40,28394,OWN,4.0,PERSONAL,B,12913,15.65,1,0.06,N,5,2023-03-02
20,40694,RENT,13.0,VENTURE,C,6591,9.59,1,0.14,N,9,2023-03-02
31,48238,MORTGAGE,1.0,HOMEIMPROVEMENT,A,23962,8.76,1,0.23,N,4,2023-03-02
33,61430,MORTGAGE,5.0,EDUCATION,A,19993,14.24,1,0.02,N,6,2023-03-02
26,19320,MORTGAGE,8.0,HOMEIMPROVEMENT,A,11325,12.91,1,0.11,N,4,2023-03-02
22,45382,MORTGAGE,11.0,PERSONAL,A,6603,7.77,1,0.07,N,8,2023-03-02
23,77402,MORTGAGE,11.0,MEDICAL,C,5278,11.88,1,0.29,Y,8,2023-03-02
23,70756,MORTGAGE,8.0,EDUCATION,B,17078,10.41,1,0.26,N,7,2023-03-02
35,43245,RENT,7.0,DEBTCONSOLIDATION,C,14592,8.79,1,0.14,Y,5,2023-03-02
28,26868,RENT,4.0,VENTURE,B,17480,8.39,1,0.13,N,10,2023-03-02
27,110641,RENT,6.0,VENTURE,C,13419,7.94,1,0.13,N,6,2023-03-02
29,71990,RENT,12.0,EDUCATION,B,18714,7.89,1,0.13,N,8,2023-03-02
22,83759,RENT,6.0,DEBTCONSOLIDATION,B,19052,13.69,1,0.13,N,7,2023-03-02
33,92724,MORTGAGE,,PERSONAL,C,11868,11.45,1,0.04,N,9,2023-03-02
29,53944,RENT,20.0,EDUCATION,B,8041,,1,0.13,N,10,2023-03-02
23,49286,MORTGAGE,2.0,DEBTCONSOLIDATION,C,6972,7.13,1,0.13,Y,6,2023-03-02
33,26626,OWN,4.0,VENTURE,B,4602,12.83,1,0.26,N,7,2023-03-02
24,70980,MORTGAGE,2.0,EDUCATION,A,9892,9.81,1,0.17,N,5,2023-03-02
26,51052,MORTGAGE,6.0,EDUCATION,A,7364,12.79,1,0.16,N,6,2023-03-02
22,102141,OWN,14.0,MEDICAL,B,19335,5.85,1,0.21,N,7,2023-03-02
37,43225,MORTGAGE,7.0,EDUCATION,D,6755,12.72,1,0.29,N,9,2023-03-02
24,55103,MORTGAGE,0.0,EDUCATION,B,5228,9.95,1,0.4,N,8,2023-03-02
29,73538,MORTGAGE,6.0,PERSONAL,A,19184,15.52,1,0.13,N,10,2023-03-02
29,56084,RENT,5.0,DEBTCONSOLIDATION,A,5030,10.82,1,0.13,N,10,2023-03-02
25,25249,MORTGAGE,2.0,DEBTCONSOLIDATION,B,1204,14.17,1,0.31,N,10,2023-03-02
22,159348,MORTGAGE,4.0,MEDICAL,A,4051,11.7,1,0.26,N,7,2023-03-02
25,18035,RENT,4.0,MEDICAL,C,5424,8.04,1,0.12,Y,9,2023-03-02
21,22703,RENT,,EDUCATION,C,8240,15.15,1,0.12,Y,6,2023-03-02
23,113997,MORTGAGE,6.0,PERSONAL,A,13133,5.57,1,0.34,N,9,2023-03-02
33,58284,RENT,2.0,EDUCATION,B,7340,8.77,1,0.12,N,11,2023-03-02
25,46490,RENT,3.0,HOMEIMPROVEMENT,B,5543,12.37,1,0.13,N,9,2023-03-02
23,67586,RENT,9.0,MEDICAL,B,22877,11.29,1,0.12,N,9,2023-03-02
24,52482,MORTGAGE,2.0,HOMEIMPROVEMENT,C,4387,,1,0.1,N,8,2023-03-02
23,20861,MORTGAGE,4.0,VENTURE,D,7275,,1,0.26,N,10,2023-03-02
24,41582,MORTGAGE,14.0,PERSONAL,B,9107,10.7,1,0.18,N,5,2023-03-02
29,101352,MORTGAGE,4.0,PERSONAL,A,4778,14.75,1,0.1,N,9,2023-03-02
27,57710,OWN,0.0,VENTURE,C,2966,12.07,1,0.05,Y,11,2023-03-02
47,134881,MORTGAGE,13.0,HOMEIMPROVEMENT,A,8655,13.31,1,0.3,N,8,2023-03-02
21,65050,RENT,1.0,MEDICAL,A,4342,16.56,1,0.11,N,4,2023-03-02
26,358414,MORTGAGE,2.0,MEDICAL,B,2011,11.01,1,0.05,N,6,2023-03-02
28,39354,MORTGAGE,2.0,VENTURE,E,2184,14.48,1,0.23,N,8,2023-03-02
26,49891,RENT,7.0,VENTURE,C,11028,19.4,1,0.11,Y,8,2023-03-02
31,46472,MORTGAGE,5.0,PERSONAL,A,6291,16.44,1,0.15,N,4,2023-03-02
25,156408,MORTGAGE,5.0,EDUCATION,D,7155,13.58,1,0.21,Y,8,2023-03-02
22,104309,RENT,4.0,EDUCATION,B,1294,7.8,1,0.1,N,6,2023-03-02
24,12489,MORTGAGE,4.0,EDUCATION,B,6724,10.91,1,0.26,N,10,2023-03-02
31,67727,RENT,4.0,EDUCATION,A,6736,10.6,1,0.09,N,10,2023-03-02
26,49114,RENT,1.0,DEBTCONSOLIDATION,B,22824,13.22,1,0.09,N,4,2023-03-02
25,103489,RENT,11.0,HOMEIMPROVEMENT,B,6895,,1,0.09,N,8,2023-03-02
20,56029,RENT,0.0,VENTURE,B,4182,7.21,1,0.09,N,4,2023-03-02
30,54944,MORTGAGE,0.0,DEBTCONSOLIDATION,A,3583,15.43,1,0.21,N,8,2023-03-02
28,59576,MORTGAGE,4.0,PERSONAL,B,5768,5.91,1,0.17,N,4,2023-03-02
41,96432,RENT,3.0,DEBTCONSOLIDATION,C,4736,15.59,1,0.09,Y,9,2023-03-02
26,79998,MORTGAGE,12.0,MEDICAL,A,22485,8.22,1,0.12,N,7,2023-03-02
30,51768,MORTGAGE,0.0,VENTURE,A,4261,9.09,1,0.07,N,8,2023-03-02
26,45281,MORTGAGE,4.0,VENTURE,A,5907,16.53,1,0.1,N,9,2023-03-02
25,53883,RENT,1.0,DEBTCONSOLIDATION,B,8567,,1,0.08,N,5,2023-03-02
26,68865,RENT,8.0,HOMEIMPROVEMENT,B,11742,,1,0.08,N,11,2023-03-02
49,31879,RENT,2.0,DEBTCONSOLIDATION,C,8560,5.31,1,0.08,N,10,2023-03-02
28,90363,RENT,6.0,EDUCATION,C,3265,14.19,1,0.07,Y,4,2023-03-02
42,45917,RENT,9.0,MEDICAL,C,6831,10.36,1,0.07,Y,8,2023-03-02
25,36046,RENT,8.0,PERSONAL,D,10704,12.89,1,0.07,Y,7,2023-03-02
26,54504,RENT,6.0,HOMEIMPROVEMENT,A,17798,6.15,1,0.07,N,7,2023-03-02
28,113816,RENT,6.0,HOMEIMPROVEMENT,C,12175,13.97,1,0.07,Y,7,2023-03-02
24,78664,MORTGAGE,9.0,MEDICAL,A,11011,14.46,1,0.08,N,10,2023-03-02
28,89027,RENT,5.0,HOMEIMPROVEMENT,D,1552,11.29,1,0.06,N,4,2023-03-02
22,37021,RENT,8.0,EDUCATION,D,4805,11.66,1,0.06,N,6,2023-03-02
25,47290,MORTGAGE,12.0,EDUCATION,C,18789,,1,0.35,N,10,2023-03-02
42,34134,RENT,11.0,PERSONAL,C,3417,13.12,1,0.05,Y,5,2023-03-02
40,58787,RENT,1.0,HOMEIMPROVEMENT,C,5924,13.57,1,0.05,N,7,2023-03-02
31,31435,MORTGAGE,0.0,EDUCATION,B,8250,13.32,1,0.27,N,6,2023-03-02
23,36124,RENT,4.0,MEDICAL,A,3843,12.68,1,0.05,N,9,2023-03-02
31,101855,MORTGAGE,3.0,VENTURE,A,7125,8.7,1,0.15,N,7,2023-03-02
70,63528,RENT,1.0,EDUCATION,B,4083,12.42,1,0.05,N,7,2023-03-02
24,65836,MORTGAGE,6.0,VENTURE,B,8049,10.96,1,0.26,N,9,2023-03-02
25,30417,OWN,2.0,PERSONAL,B,13036,12.71,1,0.11,N,5,2023-03-02
25,61062,RENT,1.0,DEBTCONSOLIDATION,A,5446,16.8,1,0.09,N,9,2023-03-02
25,84716,RENT,7.0,MEDICAL,C,29968,13.37,1,0.19,N,8,2023-03-02
27,56903,MORTGAGE,5.0,HOMEIMPROVEMENT,C,2563,16.9,1,0.06,Y,5,2023-03-02
24,32224,MORTGAGE,5.0,MEDICAL,C,20029,12.69,1,0.1,Y,8,2023-03-02
27,106307,RENT,8.0,HOMEIMPROVEMENT,A,9268,12.93,1,0.42,N,9,2023-03-02
33,50605,RENT,6.0,DEBTCONSOLIDATION,B,22015,12.15,1,0.27,N,6,2023-03-02
30,141725,MORTGAGE,10.0,DEBTCONSOLIDATION,B,2889,,1,0.09,N,10,2023-03-02
20,43875,MORTGAGE,0.0,HOMEIMPROVEMENT,A,14702,,1,0.07,N,9,2023-03-02
33,114013,MORTGAGE,4.0,DEBTCONSOLIDATION,B,4785,8.25,1,0.12,N,4,2023-03-02
24,62725,RENT,1.0,VENTURE,C,17704,9.72,1,0.23,N,5,2023-03-02
27,60824,RENT,2.0,MEDICAL,A,6171,10.78,1,0.23,N,10,2023-03-02
23,25434,MORTGAGE,5.0,VENTURE,B,5075,,1,0.05,N,7,2023-03-02
29,80051,RENT,7.0,MEDICAL,A,14332,15.97,1,0.17,N,7,2023-03-02
54,70733,MORTGAGE,6.0,HOMEIMPROVEMENT,A,7068,13.22,1,0.05,N,9,2023-03-02
22,64742,RENT,7.0,MEDICAL,D,7903,6.04,1,0.17,Y,7,2023-03-02
34,78439,RENT,4.0,HOMEIMPROVEMENT,C,6488,13.25,1,0.15,N,8,2023-03-02
40,50116,RENT,10.0,HOMEIMPROVEMENT,C,18125,13.61,1,0.12,Y,5,2023-03-02
25,42438,MORTGAGE,8.0,VENTURE,A,7325,19.48,1,0.17,N,7,2023-03-02
58,46197,RENT,3.0,HOMEIMPROVEMENT,E,10194,10.38,1,0.23,Y,5,2023-03-02
35,53982,OWN,4.0,PERSONAL,A,3077,9.98,1,0.1,N,5,2023-03-02
30,107555,OWN,11.0,MEDICAL,C,6435,7.67,1,0.25,N,8,2023-03-02
19,54049,MORTGAGE,1.0,VENTURE,C,6697,12.21,1,0.22,N,9,2023-03-02
28,47327,MORTGAGE,0.0,EDUCATION,A,4794,9.85,1,0.06,N,5,2023-03-02
29,37148,RENT,4.0,MEDICAL,B,3923,15.45,1,0.26,N,7,2023-03-02
28,52092,MORTGAGE,1.0,MEDICAL,A,13068,11.15,1,0.23,N,11,2023-03-02
40,54398,MORTGAGE,12.0,MEDICAL,B,6558,12.73,1,0.06,N,8,2023-03-02
20,164267,OWN,0.0,MEDICAL,A,8625,15.66,1,0.05,N,10,2023-03-02
28,59264,MORTGAGE,3.0,EDUCATION,A,9141,11.22,1,0.05,N,7,2023-03-02
32,108859,MORTGAGE,12.0,HOMEIMPROVEMENT,C,9522,10.64,1,0.16,N,7,2023-03-02
24,26711,MORTGAGE,5.0,HOMEIMPROVEMENT,A,2409,15.9,1,0.21,N,8,2023-03-02
23,36490,RENT,2.0,PERSONAL,A,6613,18.14,1,0.16,N,4,2023-03-02
40,129217,RENT,8.0,EDUCATION,E,10901,10.69,1,0.14,N,5,2023-03-02
22,74257,MORTGAGE,12.0,HOMEIMPROVEMENT,B,22723,,1,0.07,N,5,2023-03-02
25,29730,MORTGAGE,0.0,DEBTCONSOLIDATION,C,807,6.23,1,0.11,Y,7,2023-03-02
23,28781,RENT,3.0,VENTURE,C,12124,17.35,1,0.32,N,9,2023-03-02
22,111809,MORTGAGE,4.0,VENTURE,A,3161,10.5,1,0.07,N,10,2023-03-02
27,64134,MORTGAGE,8.0,DEBTCONSOLIDATION,A,25303,11.92,1,0.03,N,7,2023-03-02
25,22184,RENT,1.0,MEDICAL,C,2795,10.45,1,0.29,N,6,2023-03-02
21,147612,RENT,3.0,DEBTCONSOLIDATION,C,9084,6.65,1,0.29,Y,5,2023-03-02
27,69067,RENT,3.0,MEDICAL,B,4866,15.1,1,0.27,N,5,2023-03-02
23,58825,OWN,6.0,VENTURE,C,5811,7.56,1,0.14,N,11,2023-03-02
25,89105,RENT,10.0,VENTURE,D,16136,10.64,1,0.26,Y,9,2023-03-02
27,76315,RENT,6.0,MEDICAL,C,1215,10.35,1,0.24,Y,4,2023-03-02
26,77203,MORTGAGE,3.0,HOMEIMPROVEMENT,A,9587,16.98,1,0.24,N,7,2023-03-02
21,158372,RENT,,EDUCATION,E,28769,7.73,1,0.19,N,8,2023-03-02
24,71691,OWN,5.0,EDUCATION,B,29109,,1,0.07,N,11,2023-03-02
24,44284,MORTGAGE,3.0,DEBTCONSOLIDATION,C,6378,7.43,1,0.03,N,9,2023-03-02
23,67336,RENT,2.0,PERSONAL,B,4780,11.04,1,0.28,N,6,2023-03-02
27,59311,RENT,6.0,PERSONAL,C,15765,7.29,1,0.26,N,10,2023-03-02
29,54658,OWN,2.0,VENTURE,C,15591,5.65,1,0.24,N,9,2023-03-02
26,49505,OTHER,6.0,HOMEIMPROVEMENT,B,2270,13.52,1,0.24,N,8,2023-03-02
21,55414,MORTGAGE,19.0,VENTURE,A,5184,13.07,1,0.17,N,11,2023-03-02
33,46063,MORTGAGE,2.0,HOMEIMPROVEMENT,A,14777,13.72,1,0.1,N,5,2023-03-02
30,27128,RENT,1.0,MEDICAL,B,5984,11.02,1,0.19,N,10,2023-03-02
53,26959,RENT,4.0,MEDICAL,B,2264,12.58,1,0.19,N,7,2023-03-02
34,68063,MORTGAGE,2.0,EDUCATION,A,19786,12.21,1,0.17,N,8,2023-03-02
29,94705,MORTGAGE,2.0,MEDICAL,A,6002,9.95,1,0.07,N,7,2023-03-02
24,153783,MORTGAGE,6.0,PERSONAL,B,18286,7.48,1,0.08,N,6,2023-03-02
31,86071,RENT,2.0,VENTURE,D,1848,12.79,1,0.14,N,6,2023-03-02
20,15787,MORTGAGE,8.0,VENTURE,A,10655,7.19,1,0.18,N,6,2023-03-02
20,38366,RENT,3.0,DEBTCONSOLIDATION,A,1014,,1,0.11,N,7,2023-03-02
23,21855,RENT,8.0,DEBTCONSOLIDATION,C,6797,10.22,1,0.11,Y,8,2023-03-02
23,52823,RENT,5.0,HOMEIMPROVEMENT,D,11760,12.65,1,0.08,N,7,2023-03-02
28,43719,MORTGAGE,4.0,EDUCATION,A,17317,6.4,1,0.19,N,9,2023-03-02
23,91480,MORTGAGE,11.0,HOMEIMPROVEMENT,A,13276,8.78,1,0.19,N,9,2023-03-02
26,35056,RENT,1.0,MEDICAL,B,2606,14.43,1,0.17,N,9,2023-03-02
23,154302,MORTGAGE,4.0,PERSONAL,D,14736,10.21,1,0.41,N,8,2023-03-02
22,43594,OTHER,1.0,HOMEIMPROVEMENT,A,29098,7.38,1,0.08,N,9,2023-03-02
31,51302,RENT,6.0,MEDICAL,A,20903,17.11,1,0.22,N,7,2023-03-02
42,47856,RENT,1.0,EDUCATION,B,5301,15.12,1,0.21,N,7,2023-03-02
21,43389,OWN,9.0,EDUCATION,B,2970,10.16,1,0.14,N,7,2023-03-02
25,102802,RENT,7.0,MEDICAL,D,9184,12.21,1,0.33,N,5,2023-03-02
27,94338,RENT,2.0,DEBTCONSOLIDATION,D,18014,,1,0.23,N,11,2023-03-02
25,59248,MORTGAGE,8.0,DEBTCONSOLIDATION,B,6379,7.72,1,0.04,N,5,2023-03-02
22,36310,MORTGAGE,1.0,VENTURE,B,9828,9.57,1,0.19,N,10,2023-03-02
27,64147,RENT,10.0,VENTURE,C,6566,8.01,1,0.62,N,11,2023-03-02
28,65332,RENT,4.0,MEDICAL,B,16591,7.32,1,0.59,N,6,2023-03-02
28,35511,OWN,0.0,PERSONAL,C,24387,,1,0.12,N,6,2023-03-02
23,87994,RENT,0.0,EDUCATION,B,8881,6.68,1,0.44,N,9,2023-03-02
32,20618,MORTGAGE,6.0,VENTURE,B,23814,10.97,1,0.27,N,5,2023-03-02
24,90359,MORTGAGE,10.0,VENTURE,A,24883,12.06,1,0.09,N,9,2023-03-02
23,69133,MORTGAGE,1.0,EDUCATION,C,11921,9.44,1,0.17,Y,9,2023-03-02
23,68730,RENT,2.0,PERSONAL,B,11156,15.38,1,0.44,N,11,2023-03-02
35,76472,MORTGAGE,3.0,MEDICAL,C,1028,5.23,1,0.14,Y,9,2023-03-02
42,30585,RENT,5.0,MEDICAL,A,9576,16.88,1,0.42,N,5,2023-03-02
22,52303,RENT,0.0,MEDICAL,B,19758,11.9,1,0.4,N,9,2023-03-02
25,73439,OWN,7.0,EDUCATION,A,5602,12.22,1,0.09,N,8,2023-03-02
29,83129,MORTGAGE,6.0,HOMEIMPROVEMENT,B,3897,10.61,1,0.09,N,8,2023-03-02
21,32346,RENT,6.0,PERSONAL,B,11492,6.06,1,0.4,N,10,2023-03-02
21,86912,RENT,22.0,DEBTCONSOLIDATION,A,3399,10.68,1,0.39,N,5,2023-03-02
21,54194,RENT,2.0,EDUCATION,B,6121,9.25,1,0.38,N,7,2023-03-02
24,26975,RENT,6.0,MEDICAL,B,20620,13.11,1,0.37,N,6,2023-03-02
30,68163,RENT,7.0,MEDICAL,B,5571,12.64,1,0.37,N,4,2023-03-02
41,36365,OWN,11.0,MEDICAL,A,6940,13.14,1,0.17,N,5,2023-03-02
31,22752,MORTGAGE,0.0,VENTURE,A,5998,5.91,1,0.17,N,7,2023-03-02
30,61563,MORTGAGE,2.0,MEDICAL,B,17334,12.72,1,0.24,N,6,2023-03-02
36,43369,MORTGAGE,7.0,MEDICAL,A,6448,,1,0.07,N,5,2023-03-02
23,31421,RENT,0.0,EDUCATION,B,3332,,1,0.36,N,6,2023-03-02
25,35507,MORTGAGE,9.0,VENTURE,B,8576,10.49,1,0.24,N,4,2023-03-02
41,27083,RENT,8.0,EDUCATION,C,5239,17.97,1,0.33,Y,7,2023-03-02
35,47078,MORTGAGE,13.0,HOMEIMPROVEMENT,A,23365,7.92,1,0.17,N,4,2023-03-02
29,68871,MORTGAGE,2.0,MEDICAL,A,12457,6.84,1,0.17,N,8,2023-03-02
22,26428,MORTGAGE,8.0,HOMEIMPROVEMENT,C,3693,15.96,1,0.27,N,9,2023-03-02
31,47890,RENT,2.0,DEBTCONSOLIDATION,A,4849,,1,0.33,N,8,2023-03-02
23,102030,MORTGAGE,0.0,EDUCATION,A,24827,10.4,1,0.09,N,10,2023-03-02
28,51677,RENT,6.0,PERSONAL,B,14789,13.01,1,0.33,N,7,2023-03-02
27,30627,RENT,4.0,VENTURE,B,10997,13.25,1,0.33,N,8,2023-03-02
25,91652,RENT,6.0,MEDICAL,A,20245,,1,0.32,N,7,2023-03-02
33,51051,MORTGAGE,5.0,MEDICAL,B,4777,,1,0.1,N,4,2023-03-02
43,129863,MORTGAGE,9.0,DEBTCONSOLIDATION,B,13338,7.66,1,0.22,N,6,2023-03-02
27,98871,RENT,0.0,EDUCATION,D,3848,,1,0.32,N,9,2023-03-02
30,212018,RENT,10.0,MEDICAL,A,3932,7.22,1,0.32,N,7,2023-03-02
25,64526,RENT,9.0,PERSONAL,D,5428,7.93,1,0.32,Y,6,2023-03-02
26,106283,OWN,,MEDICAL,B,30971,13.5,1,0.41,N,10,2023-03-02
23,104017,RENT,6.0,PERSONAL,A,8884,8.36,1,0.31,N,10,2023-03-02
24,157655,MORTGAGE,5.0,VENTURE,C,3813,11.02,1,0.23,Y,8,2023-03-02
21,87282,RENT,13.0,VENTURE,B,7772,12.38,1,0.31,N,4,2023-03-02
22,58166,MORTGAGE,11.0,MEDICAL,B,4629,13.48,1,0.12,N,5,2023-03-02
27,105117,MORTGAGE,1.0,EDUCATION,B,17094,10.32,1,0.4,N,9,2023-03-02
25,48782,MORTGAGE,6.0,EDUCATION,A,3583,7.09,1,0.08,N,4,2023-03-02
43,42295,RENT,3.0,PERSONAL,B,14516,10.22,1,0.3,N,8,2023-03-02
25,51299,RENT,7.0,PERSONAL,B,3493,8.95,1,0.3,N,9,2023-03-02
23,101765,RENT,4.0,EDUCATION,A,3397,12.87,1,0.3,N,11,2023-03-02
21,72397,RENT,0.0,PERSONAL,B,10962,,1,0.29,N,8,2023-03-02
23,38635,MORTGAGE,11.0,EDUCATION,B,11520,7.16,1,0.05,N,5,2023-03-02
27,48938,MORTGAGE,0.0,HOMEIMPROVEMENT,A,13243,13.18,1,0.25,N,9,2023-03-02
22,28965,MORTGAGE,6.0,VENTURE,A,18701,13.6,1,0.18,N,9,2023-03-02
